scene_id,frames_averaged,duration_s,prediction_eligible,predicted_cov_rmse_deg,predicted_iid_rmse_deg,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
r0p0t0a03,16,0.6826666666666666,1,0.3140150134402652,0.3311484599923716,1,5,40,0.2626627010135848,0.25165571541728354,0.2751210464350164,0.1941262711298914,0.43268849855583275,-0.16124635692404735,-0.161246412698595,0.999993452063978,-0.1817910338735013,-0.13721425380926836,0.0,0.0,0.0
r0p0t0a03,32,1.3653333333333333,1,0.2512718822099219,0.2704276943521793,1,5,20,0.21147221560105234,0.19553880660527953,0.22628648005088375,0.16660104131978243,0.3293540054590677,-0.16124873049732275,-0.1612487724795383,0.9999971488839275,-0.18178991023849247,-0.1372232150155949,0.0,0.0,0.0
r0p0t0a03,64,2.7306666666666666,1,0.21989338375181217,0.23423717794426632,1,5,10,0.19031707356979286,0.16574062554073843,0.20969182861793909,0.18850614564600376,0.2876291439055512,-0.16124879262158928,-0.16124880035964842,0.9999984434947342,-0.1817904915509603,-0.13822636961321158,0.0,0.0,0.0
r0p0t0a03,128,5.461333333333333,1,0.20517978765203387,0.21385746271903391,1,5,5,0.16318491753685094,0.13896107110224143,0.1818826005824342,0.17510290505103382,0.18453490482128265,-0.16124752955757407,-0.16124752995598338,0.9999999042661311,-0.18178829117838982,-0.13722397134402523,0.0,0.0,0.0
r0p0t0a04,1,0.042666666666666665,1,1.78952070663006,1.78952070663006,1,5,640,1.6702479801284944,1.5838611835905654,1.7567942945920423,1.193068752577915,2.7971853626024883,-1.1270782497268517,-1.1270826558122022,0.9997686026168409,-1.214923748068841,-1.0250559688419256,0.0,0.0,0.0
r0p0t0a04,2,0.08533333333333333,1,1.5404484401135279,1.5385151117344549,1,5,320,1.4068459395376893,1.3090009364777608,1.4983149013100394,1.0880088298147257,2.308500696570433,-1.1270782497268517,-1.1270744333669698,0.9998920320566794,-1.2134677703558325,-1.0354559786996433,0.0,0.0,0.0
r0p0t0a04,4,0.17066666666666666,1,1.391389097287229,1.396191585644337,1,5,160,1.2677161412801778,1.1759238101892548,1.353296575904407,1.1425982745823868,1.8381111791854885,-1.127087245401245,-1.12708749476873,0.9999487068565905,-1.2149320621342805,-1.0354619265489613,0.0,0.0,0.0
r0p0t0a04,8,0.3413333333333333,1,1.3126805480295258,1.3192846702734142,1,5,80,1.2191273011362749,1.127221978290914,1.302651791173674,1.1340721240290068,1.7064787916956559,-1.1270888252156712,-1.1270879909135894,0.9999671106626117,-1.2149248084504003,-1.0265122230967116,0.0,0.0,0.0
r0p0t0a04,16,0.6826666666666666,1,1.2718213354956729,1.27909835036858,1,5,40,1.1589944224904603,1.0665802562960454,1.2418269327614948,1.0888403157874436,1.5336021814724483,-1.1270873427069237,-1.1270871750975,0.9999888903064571,-1.214930164051395,-1.0354626629023467,0.0,0.0,0.0
r0p0t0a04,32,1.3653333333333333,1,1.253086118590993,1.2585240817180332,1,5,20,1.1457299379426553,1.0387738703907927,1.2307959000211712,1.1043790720069984,1.4035488732991093,-1.127086219649652,-1.1270861271902541,0.9999935461274184,-1.2149270128914944,-1.0265093064600004,0.0,0.0,0.0
r0p0t0a04,64,2.7306666666666666,1,1.244801068627907,1.248109771389727,1,5,10,1.135307239360795,1.0422117687287655,1.217803886105464,1.1323938656035808,1.2872322295473737,-1.1270838742465081,-1.1270838765734843,0.999997166379596,-1.2149235103631688,-1.0354605791028084,0.0,0.0,0.0
r0p0t0a04,128,5.461333333333333,1,1.2410667184913993,1.242869892637868,1,5,5,1.1321187239223616,1.0304685204236033,1.2151470692834674,1.191213016375429,1.2253280084270608,-1.1270829883696742,-1.1270830161928542,0.9999982672237937,-1.2149243528028661,-1.0265074602711322,0.0,0.0,0.0
r0p0t0a05,1,0.042666666666666665,1,1.4143570221658541,1.4143570221658541,1,5,640,1.4021136453681577,1.3638532135205657,1.4393574125368567,0.9721473073649491,2.3019968337655086,-0.5944130529362596,-0.5944087759939648,0.9997544147984513,-0.6317248779845342,-0.5499476424872355,0.0,0.0,0.0
r0p0t0a05,2,0.08533333333333333,1,1.0720763982941148,1.0787224755539153,1,5,320,1.081989460623654,1.0213888147425645,1.1404475788300967,0.7799802496973953,1.7570781400608382,-0.5944130529362596,-0.5944152708580543,0.9998755139548064,-0.6317322704136257,-0.5494906192763449,0.0,0.0,0.0
r0p0t0a05,4,0.17066666666666666,1,0.8531977670415608,0.8632846435694428,1,5,160,0.8643220730652078,0.8060814878421905,0.9313413921682412,0.6257972595633068,1.4239344406350138,-0.5944056144122584,-0.5944064620852048,0.9999400323022777,-0.6317171871061491,-0.5494880420488941,0.0,0.0,0.0
r0p0t0a05,8,0.3413333333333333,1,0.7093325339150147,0.7321676543672536,1,5,80,0.7229199633846994,0.6983806736325141,0.7478383173421325,0.5781237357474054,1.060016013803053,-0.5944129296143232,-0.5944142008138074,0.9999742165591009,-0.6317284090124731,-0.5499531212068605,0.0,0.0,0.0
r0p0t0a05,16,0.6826666666666666,1,0.6350119138303576,0.6568668230631376,1,5,40,0.6557607609389597,0.6153828164964072,0.6947694686153607,0.5575696998191788,0.9572848605157042,-0.59440818229276,-0.5944077841055292,0.9999883178100344,-0.630838603782509,-0.5499329633996527,0.0,0.0,0.0
r0p0t0a05,32,1.3653333333333333,1,0.6016774788167809,0.615772927149908,1,5,20,0.6079683597683254,0.5677477222425128,0.6439446359435699,0.5912804511155797,0.7535262856568959,-0.5944080770407337,-0.5944081351143055,0.999997516676081,-0.6317259814103536,-0.5494733157130689,0.0,0.0,0.0
r0p0t0a05,64,2.7306666666666666,1,0.5855808811265506,0.5941611188016422,1,5,10,0.5995004033780448,0.5553981674866085,0.6354259399874115,0.594513449701586,0.6771526210854313,-0.5944071225600903,-0.5944071238959838,0.9999990738253404,-0.6317233009573544,-0.5494751563528371,0.0,0.0,0.0
r0p0t0a05,128,5.461333333333333,1,0.5783651245830552,0.5830548891296992,1,5,5,0.596264391676643,0.5522624520951411,0.631802038549561,0.6123681455276705,0.6370066624344263,-0.594408883276363,-0.5944088874060796,0.9999996635037582,-0.6317248027179729,-0.5499472133492744,0.0,0.0,0.0
r0p0t0a06,1,0.042666666666666665,1,1.29845204688528,1.29845204688528,1,5,640,1.344331793076669,1.299803904726714,1.3854668144868933,0.8654638022502468,2.1297298988029083,0.44842734816079916,0.44842936585805954,0.9997554024617809,0.38653409281672974,0.5029576629001993,0.0,0.0,0.0
r0p0t0a06,2,0.08533333333333333,1,0.940598314415218,0.9438376129335387,1,5,320,0.9916414359288458,0.9655364499633932,1.0179533590200818,0.6613222840740748,1.610897518914507,0.44842734816079916,0.44842576049537286,0.9998808618501664,0.38652290405390943,0.5031101635350598,0.0,0.0,0.0
r0p0t0a06,4,0.17066666666666666,1,0.7193956250852556,0.7023213654388095,1,5,160,0.7653649281866022,0.7343913424475275,0.7863103900272127,0.5307342966642115,1.2726619297711317,0.4484208076935047,0.44842273013022754,0.9999414083750419,0.3865250842409245,0.5031020443173253,0.0,0.0,0.0
r0p0t0a06,8,0.3413333333333333,1,0.5695704387702688,0.5426492704627093,1,5,80,0.6234256339885963,0.5655725147984648,0.6638934633917662,0.43134378565927156,1.0679430814627977,0.4484287194649383,0.4484281986703756,0.9999714316120457,0.3865348453496487,0.5029512310090403,0.0,0.0,0.0
r0p0t0a06,16,0.6826666666666666,1,0.46174157119957215,0.44167261169858496,1,5,40,0.565870115383577,0.49815335058188454,0.6099780241761773,0.4625349325709313,0.8689750049580774,0.4484311269479644,0.44843134886074637,0.9999818573213233,0.38653238913301863,0.5031118930441019,0.0,0.0,0.0
r0p0t0a06,32,1.3653333333333333,1,0.3969006833588511,0.3812845768190974,1,5,20,0.5210403646660088,0.4446044014132863,0.5647512187477287,0.49085117075259077,0.8152135974308221,0.44843047962738475,0.44843054070293364,0.9999892785511323,0.3865353134770868,0.5029564468492862,0.0,0.0,0.0
r0p0t0a06,64,2.7306666666666666,1,0.35621355785878156,0.3471736522517985,1,5,10,0.46940167157262186,0.40694341531995415,0.5133668802159909,0.46764736421123376,0.6235268811221656,0.44842932817653425,0.44842934856660405,0.9999970682018733,0.38653608573608095,0.5029563450249537,0.0,0.0,0.0
r0p0t0a06,128,5.461333333333333,1,0.33369932643596023,0.32879378486632016,1,5,5,0.4532997821879592,0.3919425634040305,0.5047118163557357,0.4669147383174374,0.5089561927444609,0.44842917349192907,0.44842918216765265,0.9999993310650694,0.3863883689281897,0.5029566599486748,0.0,0.0,0.0
