radius_m,distance_m,fs_hz,truth_deg,exact_estimate_deg,rounded_estimate_deg,exact_signed_error_deg,rounded_signed_error_deg
0.025,0.5,16000,-85.87,-85.71460784821912,-90.00000000000001,0.1553921517808874,-4.1299999999999955
0.025,0.5,16000,-85.37,-85.19615791072984,-90.00000000000001,0.17384208927018108,-4.6299999999999955
0.025,0.5,16000,-84.87,-84.67783152089527,-90.00000000000001,0.1921684791047369,-5.1299999999999955
0.025,0.5,16000,-84.37,-84.15964166845858,-90.00000000000001,0.21035833154144257,-5.6299999999999955
0.025,0.5,16000,-83.87,-83.6416012358074,-90.00000000000001,0.22839876419260463,-6.1299999999999955
0.025,0.5,16000,-83.37,-83.12372298796782,-90.00000000000001,0.24627701203218066,-6.6299999999999955
0.025,0.5,16000,-82.87,-82.60601956272227,-90.00000000000001,0.26398043727772347,-7.1299999999999955
0.025,0.5,16000,-82.37,-82.08850346086336,-90.00000000000001,0.28149653913663997,-7.6299999999999955
0.025,0.5,16000,-81.87,-81.57118703659225,-90.00000000000001,0.2988129634077552,-8.129999999999995
0.025,0.5,16000,-81.37,-81.05408248807187,-90.00000000000001,0.31591751192814854,-8.629999999999995
0.025,0.5,16000,-80.87,-80.53720184814428,-90.00000000000001,0.3327981518557408,-9.129999999999995
0.025,0.5,16000,-80.37,-80.02055697522002,-90.00000000000001,0.3494430247799869,-9.629999999999995
0.025,0.5,16000,-79.87,-79.50415954434895,-90.00000000000001,0.36584045565103906,-10.129999999999995
0.025,0.5,16000,-79.37,-78.98802103848344,-90.00000000000001,0.38197896151655186,-10.629999999999995
0.025,0.5,16000,-78.87,-78.47215273993525,-90.00000000000001,0.3978472600647365,-11.129999999999995
0.025,0.5,16000,-78.37,-77.95656572204226,-90.00000000000001,0.413434277957748,-11.629999999999995
0.025,0.5,16000,-77.87,-77.44127084104512,-90.00000000000001,0.42872915895486585,-12.129999999999995
0.025,0.5,16000,-77.37,-76.92627872818571,-90.00000000000001,0.4437212718142973,-12.629999999999995
0.025,0.5,16000,-76.87,-76.41159978203062,-90.00000000000001,0.4584002179693698,-13.129999999999995
0.025,0.5,16000,-76.37,-75.89724416102871,-90.00000000000001,0.47275583897129536,-13.629999999999995
0.025,0.5,16000,-75.87,-75.38322177630594,-90.00000000000001,0.48677822369404566,-14.129999999999995
0.025,0.5,16000,-75.37,-74.86954228470493,-90.00000000000001,0.500457715295056,-14.629999999999995
0.025,0.5,16000,-74.87,-74.35621508207325,-90.00000000000001,0.5137849179267562,-15.129999999999995
0.025,0.5,16000,-74.37,-73.84324929680498,-90.00000000000001,0.5267507031950345,-15.629999999999995
0.025,0.5,16000,-73.87,-73.33065378364068,-59.99999999999999,0.5393462163593199,13.870000000000005
0.025,0.5,16000,-73.37,-72.81843711772827,-59.99999999999999,0.5515628822717531,13.370000000000005
0.025,0.5,16000,-72.87,-72.30660758895003,-59.99999999999999,0.5633924110499606,12.870000000000005
0.025,0.5,16000,-72.37,-71.79517319651654,-59.99999999999999,0.5748268034834609,12.370000000000005
0.025,0.5,16000,-71.87,-71.28414164383176,-59.99999999999999,0.5858583561682451,11.870000000000005
0.025,0.5,16000,-71.37,-70.77352033363171,-59.99999999999999,0.5964796663682819,11.370000000000005
0.025,0.5,16000,-70.87,-70.26331636339678,-59.99999999999999,0.6066836366032362,10.870000000000005
0.025,0.5,16000,-70.37,-69.75353652104168,-59.99999999999999,0.6164634789583374,10.370000000000005
0.025,0.5,16000,-69.87,-69.24418728088126,-59.99999999999999,0.6258127191187555,9.870000000000005
0.025,0.5,16000,-69.37,-68.73527479987588,-59.99999999999999,0.6347252001241372,9.370000000000005
0.025,0.5,16000,-68.87,-68.22680491415461,-59.99999999999999,0.6431950858453774,8.870000000000005
0.025,0.5,16000,-68.37,-67.71878313581581,-59.99999999999999,0.6512168641841924,8.370000000000005
0.025,0.5,16000,-67.87,-67.21121465000768,-59.99999999999999,0.6587853499923426,7.8700000000000045
0.025,0.5,16000,-67.37,-66.70410431228547,-59.99999999999999,0.6658956877145386,7.3700000000000045
0.025,0.5,16000,-66.87,-66.19745664624365,-59.99999999999999,0.672543353756339,6.8700000000000045
0.025,0.5,16000,-66.37,-65.69127584142576,-59.99999999999999,0.6787241585742549,6.3700000000000045
0.025,0.5,16000,-65.87,-65.18556575150481,-59.99999999999999,0.6844342484951937,5.8700000000000045
0.025,0.5,16000,-65.37,-64.68032989273757,-59.99999999999999,0.6896701072624296,5.3700000000000045
0.025,0.5,16000,-64.87,-64.17557144268703,-59.99999999999999,0.6944285573129605,4.8700000000000045
0.025,0.5,16000,-64.37,-63.67129323921052,-59.99999999999999,0.6987067607894915,4.3700000000000045
0.025,0.5,16000,-63.87,-63.16749777971419,-59.99999999999999,0.702502220285794,3.8700000000000045
