fs_hz,samples,duration_s,seed,truth_deg,kernel_half_width,relative_waveform_l2,propagation_angular_difference_deg,oracle_angular_error_deg,fir_angular_error_deg
48000,2048,0.042666666666666665,29,37.37,16,1.619017621725337e-06,-2.8745463794166426e-05,0.18095624970854374,0.180927504244778
48000,2048,0.042666666666666665,29,37.37,32,2.9752118505597942e-06,-1.2874078777258546e-05,0.18095624970854374,0.18094337562973806
48000,2048,0.042666666666666665,29,37.37,64,2.2456034071246217e-06,-6.607017922988234e-06,0.18095624970854374,0.18094964269062075
48000,2048,0.042666666666666665,29,67.37,16,1.9272165300397402e-06,-6.696097898384323e-09,0.44056063341517415,0.4405606267191047
48000,2048,0.042666666666666665,29,67.37,32,3.523249057566085e-06,-1.4017899729878991e-08,0.44056063341517415,0.4405606193972744
48000,2048,0.042666666666666665,29,67.37,64,2.658986326065429e-06,1.7290176401729695e-08,0.44056063341517415,0.44056065070532213
48000,2048,0.042666666666666665,29,97.37,16,1.3767601148183628e-06,-2.51998030194045e-05,-0.1781924209892054,-0.1782176207922248
48000,2048,0.042666666666666665,29,97.37,32,2.5297264047150476e-06,-1.1286930373444193e-05,-0.1781924209892054,-0.17820370791957885
48000,2048,0.042666666666666665,29,97.37,64,1.909058103718343e-06,-5.792431124973518e-06,-0.1781924209892054,-0.17819821342033038
48000,2048,0.042666666666666665,29,127.37,16,1.862468331591973e-06,-1.0917631897200408e-05,-0.4433360795441672,-0.4433469971760644
48000,2048,0.042666666666666665,29,127.37,32,3.4144488380279527e-06,-4.761283236121017e-06,-0.4433360795441672,-0.4433408408274033
48000,2048,0.042666666666666665,29,127.37,64,2.5768907631097288e-06,-2.4802528173495375e-06,-0.4433360795441672,-0.44333855979698455
48000,2048,0.042666666666666665,29,157.37,16,1.619017621725337e-06,-2.8745463765744717e-05,0.18095624970857216,0.18092750424480641
48000,2048,0.042666666666666665,29,157.37,32,2.9752118505597947e-06,-1.2874078777258546e-05,0.18095624970857216,0.1809433756297949
48000,2048,0.042666666666666665,29,157.37,64,2.2456034071246217e-06,-6.607017922988234e-06,0.18095624970857216,0.18094964269064917
48000,2048,0.042666666666666665,29,187.37,16,1.9272165300397402e-06,-6.695984211546602e-09,0.44056063341514573,0.4405606267191615
48000,2048,0.042666666666666665,29,187.37,32,3.523249057566085e-06,-1.40178144647507e-08,0.44056063341514573,0.44056061939733127
48000,2048,0.042666666666666665,29,187.37,64,2.658986326065429e-06,1.7290233245148556e-08,0.44056063341514573,0.440560650705379
48000,2048,0.042666666666666665,29,217.37,16,1.3767601126161365e-06,-2.5199802763609114e-05,-0.17819242098926225,-0.17821762079199743
