scene_id,room,placement,rt_index,angle_index,snr_db,nominal_rt60_s,t20_s,t20_r2,component_drr_db,scenes,records,frames,rmse_deg,rmse_ci_low,rmse_ci_high,median_abs_deg,p90_abs_deg,mean_signed_deg,circular_bias_deg,circular_resultant,bias_ci_low,bias_ci_high,failure_rate,failure_ci_low,failure_ci_high
r1p0t0a07,1,0,0,7,10.0,0.15,0.1015422174434311,0.99732142929312,0.8409516673204223,1,5,160,2.606111929594035,2.3594008345015007,2.8516871528838417,1.874247626563431,4.270832502237044,1.5927708677599135,1.5926787530832087,0.999352157797282,1.2210425148619095,2.016952617738627,0.05625,0.0375,0.075
r1p0t0a07,1,0,0,7,20.0,0.15,0.1015422174434311,0.99732142929312,0.8409516673204223,1,5,160,2.206638887981136,2.04342935945699,2.3934379829933494,1.688433203695098,3.5134923236854605,1.472176107693724,1.47217852332636,0.9995885438248003,1.2332223840738803,1.7111318226290533,0.0125,0.0,0.025
r1p0t0a08,1,0,0,8,0.0,0.15,0.10503823570452513,0.9915332632820939,0.8283984595288264,1,5,160,3.625061277893456,3.4861278362411428,3.7959563382392334,2.450745005892742,5.834934646107182,0.8686330623357932,0.8690414857428896,0.9981149295457739,0.6660963424452353,1.0556479990196754,0.20625,0.15,0.2625
r1p0t0a08,1,0,0,8,10.0,0.15,0.10503823570452513,0.9915332632820939,0.8283984595288264,1,5,160,1.7618978193613095,1.5202672835409063,1.9535300119439314,1.250400297854668,2.9853018210841293,1.0573247142006863,1.057317207391313,0.9996975104323074,0.852030374351634,1.2626222143621166,0.00625,0.0,0.01875
r1p0t0a08,1,0,0,8,20.0,0.15,0.10503823570452513,0.9915332632820939,0.8283984595288264,1,5,160,1.6513007220772233,1.5492935622866628,1.7457925948626292,1.2840421488074583,2.6263955374486274,1.0491872137961142,1.0492226671022982,0.9997523748164816,0.922116964452953,1.1763260150839008,0.0,0.0,0.0
r1p0t0a09,1,0,0,9,0.0,0.15,0.09592725048239571,0.9878247417420032,0.5097200564784437,1,5,160,5.46753838157417,3.5062739368850933,7.924741888206783,2.3011923774083414,5.825380392723229,-1.6011481153593803,-1.5623043964512542,0.9959904654177862,-2.4384500862676655,-0.8797516378739667,0.175,0.14375,0.20625
r1p0t0a09,1,0,0,9,10.0,0.15,0.09592725048239571,0.9878247417420032,0.5097200564784437,1,5,160,1.4379061084060882,1.3020852669636231,1.5730099222686877,0.9819910639183433,2.372799277598534,-0.4914424715627398,-0.4914841625106837,0.9997219239561884,-0.6403690335674773,-0.33749068453957054,0.0,0.0,0.0
r1p0t0a09,1,0,0,9,20.0,0.15,0.09592725048239571,0.9878247417420032,0.5097200564784437,1,5,160,1.1412568396946994,1.0187659329226781,1.239831920800744,0.8311120126876403,1.8047611836761688,-0.4114449438223623,-0.4114504530979257,0.9998274196026824,-0.5569444922300004,-0.2730334040413407,0.0,0.0,0.0
r1p0t0a10,1,0,0,10,0.0,0.15,0.10258531541454123,0.9954621557643887,1.1064387075326432,1,5,160,3.723847652836871,3.4344446734483314,3.9704306867113943,2.6983104866747283,6.274129232198736,-1.6035271872858925,-1.603690751147513,0.9982809518505186,-2.1937910790196207,-0.999146333304838,0.18125,0.15625,0.21875
r1p0t0a10,1,0,0,10,10.0,0.15,0.10258531541454123,0.9954621557643887,1.1064387075326432,1,5,160,2.2563044527565075,2.144265871448047,2.3708676260982076,1.7630449024701704,3.5675107757958586,-1.3954520087416724,-1.3954184107802632,0.9995213341993595,-1.577511667300439,-1.159980104450949,0.025,0.0,0.0625
